1.942586716419145265e+00,1.473082180801482233e+00,1.191467515995179305e+00,1.097462459771264554e+00,1.058289193754772928e+00,1.037916844215030610e+00,1.024715839937282880e+00,1.013783734336772824e+00,1.002588033361353270e+00,9.907777794259114978e-01,9.818360850541973939e-01,9.800258883416586020e-01,9.835099448972467462e-01,9.878198900771562041e-01,9.908708676498926282e-01,9.923647552054575272e-01,9.925229153805007476e-01,9.916933053420884381e-01,9.903936607877870113e-01,9.894007786290968109e-01,9.895670885366076863e-01
1.473080812992462851e+00,1.941370360169855980e+00,1.471649681200807969e+00,1.189689148792131945e+00,1.095144197499713590e+00,1.055110856629261740e+00,1.033342531506580064e+00,1.017913838699558093e+00,1.003809841075547826e+00,9.897450581208601106e-01,9.791265074626560594e-01,9.764874363465493312e-01,9.797781028969493322e-01,9.840496033301006085e-01,9.869729221874554703e-01,9.882315268888326454e-01,9.881741693143027971e-01,9.874213273377843159e-01,9.868473383421417777e-01,9.873705257160052540e-01,9.894004564979312910e-01
1.191467283898296037e+00,1.471649835478234580e+00,1.939609103011131763e+00,1.469505553459318881e+00,1.186917459435432143e+00,1.091374262383953742e+00,1.049715065757341304e+00,1.025350078570852919e+00,1.006192884348449335e+00,9.885967302354123909e-01,9.755046362067564258e-01,9.716701353160887011e-01,9.746869350844998836e-01,9.789374272677601185e-01,9.817907905463350016e-01,9.829813933201988485e-01,9.831335699267740313e-01,9.832444900623342754e-01,9.843311480481460318e-01,9.868472554007460262e-01,9.903937552467684258e-01
1.097462609551703272e+00,1.189689156406356085e+00,1.469505487217734219e+00,1.936895510120110186e+00,1.466063079011757475e+00,1.182273605305568687e+00,1.084769651611492414e+00,1.039976151598078769e+00,1.011078596053626599e+00,9.875281998014692197e-01,9.705843311840723908e-01,9.649546675271344354e-01,9.675992249634974840e-01,9.719437436898982208e-01,9.749958080004685890e-01,9.766579035268306841e-01,9.779301269565071619e-01,9.799517086371588581e-01,9.832442375213860108e-01,9.874212537105810927e-01,9.916934127948131561e-01
1.058289209995105562e+00,1.095144299236376240e+00,1.186919499866831096e+00,1.466063417142589698e+00,1.932389660042274748e+00,1.460071683128592035e+00,1.173831462930443825e+00,1.072379033782191016e+00,1.021850975059798605e+00,9.872215988756638527e-01,9.638465458995629787e-01,9.553908564875691622e-01,9.575824939071215791e-01,9.624110913892411912e-01,9.664132135241783050e-01,9.696876997000586362e-01,9.733295440104460239e-01,9.779301467472313325e-01,9.831338279135553027e-01,9.881743462981078530e-01,9.925228556187977169e-01
1.037918513836489476e+00,1.055110700075067465e+00,1.091374461700803877e+00,1.182273726572646622e+00,1.460071661635930829e+00,1.924246255225180668e+00,1.448727846137091380e+00,1.157295897149896335e+00,1.048251475015079315e+00,9.899338214087116672e-01,9.547863454456309018e-01,9.416139310016899966e-01,9.434009923847674894e-01,9.497319367745176155e-01,9.562480414419206598e-01,9.627688899742514739e-01,9.696877544328228460e-01,9.766581556352861293e-01,9.829811937382142428e-01,9.882318538747897341e-01,9.923647262571904104e-01
1.024716504813159901e+00,1.033342746987652161e+00,1.049715042048718239e+00,1.084769687233412716e+00,1.173831490507331043e+00,1.448727676890852134e+00,1.908197140071744569e+00,1.425542245791384888e+00,1.123601884152630515e+00,1.003564194655323982e+00,9.438429529544025698e-01,9.221049604615746409e-01,9.238409394174588174e-01,9.337608958653479396e-01,9.451161938927115092e-01,9.562481309659832673e-01,9.664132371162541535e-01,9.749958100317057674e-01,9.817908955579879304e-01,9.869729226405833389e-01,9.908711142899916391e-01
1.013783821501354598e+00,1.017913662021880494e+00,1.025350059207698061e+00,1.039976090935082143e+00,1.072378980118217084e+00,1.157295721448039050e+00,1.425541949022942845e+00,1.874367182530191522e+00,1.376686222307970775e+00,1.058972600500261763e+00,9.369367524559306659e-01,8.971500516422575844e-01,8.991524889067632476e-01,9.155461980102745922e-01,9.337608614265530127e-01,9.497318566481121049e-01,9.624111738538131400e-01,9.719436666995515672e-01,9.789374680448716948e-01,9.840496847159596605e-01,9.878198716974688764e-01
1.002587387215670089e+00,1.003810162392397842e+00,1.006193041436252544e+00,1.011078558741787869e+00,1.021850989639133012e+00,1.048251226795040125e+00,1.123601826935150427e+00,1.376686173715915951e+00,1.803564033712312442e+00,1.284257374420378017e+00,9.664059542239973322e-01,8.774414884243993962e-01,8.756376160349869098e-01,8.991522622094337835e-01,9.238410638907456063e-01,9.434008693801783085e-01,9.575825370744648346e-01,9.675992625522703561e-01,9.746869653010474810e-01,9.797781106724108291e-01,9.835099935838569341e-01
9.907776583073900634e-01,9.897451371265690856e-01,9.885966116500582990e-01,9.875284082053300549e-01,9.872216067734717049e-01,9.899336372937879158e-01,1.003564211531743577e+00,1.058972545978228652e+00,1.284257375611213003e+00,1.686172320418199755e+00,1.176690157690071459e+00,9.137023315262186030e-01,8.774414909379696370e-01,8.971500840346522399e-01,9.221049862270385145e-01,9.416139833987767771e-01,9.553908404279514155e-01,9.649547817161748808e-01,9.716702064397917393e-01,9.764874595958636938e-01,9.800258303522987324e-01
