1.959559788784940304e+00,1.489476117962438062e+00,1.207477690912593493e+00,1.113192804518674306e+00,1.073639580917301384e+00,1.052684634947082420e+00,1.038643280667698621e+00,1.026619886206926457e+00,1.014289164788298114e+00,1.002075117816564997e+00,9.947583162427108272e-01,9.967925318831779569e-01,1.004889828880881186e+00,1.013787351399371817e+00,1.021877152381175380e+00,1.030096220031982313e+00,1.041044315637787765e+00,1.060874352212564320e+00,1.108322367275446751e+00,1.251717956739053950e+00,1.492007213812130972e+00
1.489477422230554682e+00,1.957253340881296877e+00,1.486862496384516286e+00,1.204414900332436478e+00,1.109453514667954055e+00,1.068865982989316121e+00,1.046296588447148235e+00,1.029804416776979092e+00,1.014613785356558440e+00,1.000311765845215195e+00,9.917722906133369376e-01,9.937698308035124439e-01,1.002726243887230861e+00,1.013010289957205767e+00,1.023266703735321803e+00,1.035655235225975357e+00,1.056428094789986671e+00,1.104457788224473713e+00,1.248083918091622779e+00,1.488362885657481760e+00,1.251718966981137493e+00
1.207478013416297014e+00,1.486862102254382645e+00,1.954128800807176214e+00,1.483219533049858097e+00,1.199995713315699764e+00,1.103834680668476897e+00,1.061383871035873394e+00,1.035984322822390169e+00,1.015812066804600233e+00,9.982246364171051267e-01,9.878679588885251883e-01,9.898376210845637457e-01,1.000169247583217569e+00,1.012901018352531768e+00,1.027589807518771492e+00,1.049986386173646702e+00,1.099058444914772226e+00,1.243198685228672717e+00,1.483644518597137640e+00,1.248084292104818971e+00,1.108322382339289591e+00
1.113192782160506100e+00,1.204414975272413368e+00,1.483219668703824601e+00,1.949663731205860451e+00,1.477819306446912062e+00,1.193158081594779318e+00,1.094759391104912716e+00,1.048923759650883136e+00,1.019104741903584133e+00,9.959355150609391361e-01,9.827165089306930668e-01,9.847085949835155949e-01,9.974512615915671621e-01,1.015020712129805824e+00,1.040109436189750047e+00,1.091073478755289816e+00,1.236304805828465581e+00,1.477287052040861637e+00,1.243198573408170970e+00,1.104457666478214861e+00,1.060874361099333862e+00
1.073639668774531319e+00,1.109453578929075590e+00,1.199995697410731532e+00,1.477819283441703657e+00,1.942829479926671432e+00,1.469177262228467118e+00,1.181709861435716657e+00,1.079078212878596732e+00,1.027717919541011105e+00,9.940371154171282475e-01,9.759611213465080315e-01,9.781607815578923226e-01,9.956447480888999113e-01,1.024230628978980429e+00,1.078494590997739033e+00,1.225946407398182947e+00,1.468245882857138307e+00,1.236305070373495907e+00,1.099058342083556239e+00,1.056428071685483250e+00,1.041044281526810389e+00
1.052684607403210792e+00,1.068865920111018220e+00,1.103834696779805835e+00,1.193157773502177221e+00,1.469177056890944799e+00,1.931469089113745818e+00,1.454123059529653705e+00,1.161098742095467040e+00,1.051231617241944472e+00,9.947440922002739327e-01,9.675555764296429606e-01,9.706006639476212339e-01,9.988595722858824022e-01,1.057600251007773995e+00,1.209253316656431654e+00,1.454476441733495218e+00,1.225946413383810496e+00,1.091073406914270905e+00,1.049986521134757878e+00,1.035655120849436672e+00,1.030096121140039678e+00
1.038643449657203011e+00,1.046296753849986105e+00,1.061383876774693924e+00,1.094759328829786105e+00,1.181709445589014473e+00,1.454123026092362325e+00,1.910891236484319800e+00,1.425908325941511290e+00,1.122978967770309922e+00,1.006200334294752974e+00,9.593285245048156495e-01,9.654714823009146185e-01,1.023212983887366256e+00,1.180839178206697371e+00,1.431909998073543688e+00,1.209253337177671694e+00,1.078494524142621813e+00,1.040109455422778106e+00,1.027589887407807101e+00,1.023266791483245841e+00,1.021877161005927181e+00
1.026620018984757410e+00,1.029804462008020671e+00,1.035984143596475615e+00,1.048923606277835541e+00,1.079078198489118012e+00,1.161098702087375978e+00,1.425908316846143054e+00,1.871301338440026107e+00,1.372488840768414819e+00,1.060736315580289357e+00,9.618168747674527008e-01,9.798411931407687847e-01,1.134098886702954889e+00,1.393380406287767714e+00,1.180839192670777305e+00,1.057600304486558951e+00,1.024230580627991660e+00,1.015020736130822998e+00,1.012901030749430387e+00,1.013010511948253756e+00,1.013787584810485365e+00
1.014288863715019806e+00,1.014613834983378871e+00,1.015812108290112814e+00,1.019104456307684314e+00,1.027717865576794010e+00,1.051231640003766010e+00,1.122978967963701447e+00,1.372488773854237731e+00,1.798877733323279937e+00,1.292467944731553464e+00,1.024673723422491856e+00,1.089161315108566397e+00,1.335576101793411796e+00,1.134098879042873653e+00,1.023212899682879540e+00,9.988595229424390709e-01,9.956447367889347255e-01,9.974512392339600630e-01,1.000169297345268049e+00,1.002726158048831362e+00,1.004889883958613561e+00
1.002075097883080801e+00,1.000311823113483101e+00,9.982246131038687853e-01,9.959354260295613104e-01,9.940370218756541254e-01,9.947441091898665544e-01,1.006200324474021413e+00,1.060736308166817743e+00,1.292467912479473569e+00,1.729986923441125812e+00,1.360788559623791194e+00,1.343930846066279550e+00,1.089161313270957665e+00,9.798411862378043624e-01,9.654714824300151266e-01,9.706006234114165077e-01,9.781608005357522728e-01,9.847084763583422440e-01,9.898376380048089507e-01,9.937698200327043097e-01,9.967924608599615377e-01
9.947582892785246100e-01,9.917721765983702475e-01,9.878678598189388760e-01,9.827165503787366196e-01,9.759611294818327787e-01,9.675556068875200699e-01,9.593285096502867093e-01,9.618168692720796553e-01,1.024673701648987745e+00,1.360788553854025640e+00,2.020003404194605778e+00,1.360788554595217636e+00,1.024673683599436114e+00,9.618168692720796553e-01,9.593285096502867093e-01,9.675555818145865627e-01,9.759610697249621047e-01,9.827165503787366196e-01,9.878679853708096648e-01,9.917722758148942441e-01,9.947582892785246100e-01
9.967924806328197773e-01,9.937698009814059930e-01,9.898376266226129871e-01,9.847085460124462841e-01,9.781607571620063446e-01,9.706006082001652491e-01,9.654714924290388467e-01,9.798411868139497161e-01,1.089161303069567044e+00,1.343930832615368276e+00,1.360788548342315218e+00,1.729986893821029881e+00,1.292467967709443721e+00,1.060736327361243125e+00,1.006200336909557347e+00,9.947441012514817160e-01,9.940370372015738809e-01,9.959354512697831119e-01,9.982247062659457271e-01,1.000311850068116959e+00,1.002075047166489652e+00
1.004889642795993243e+00,1.002726122941714371e+00,1.000169289582586885e+00,9.974511341967359224e-01,9.956447703253736847e-01,9.988595301966697315e-01,1.023212953328297870e+00,1.134098867772407759e+00,1.335576151699894965e+00,1.089161321049102016e+00,1.024673708282458184e+00,1.292467968992496052e+00,1.798877746386093435e+00,1.372488765856367365e+00,1.122978961518316554e+00,1.051231586356870640e+00,1.027717898253986739e+00,1.019104698784699670e+00,1.015812063264416532e+00,1.014613967737757472e+00,1.014288893060658170e+00
1.013787584810485365e+00,1.013010706583273191e+00,1.012901242375994659e+00,1.015020736130822998e+00,1.024230662589025842e+00,1.057600292893220439e+00,1.180839192670777305e+00,1.393380406287767714e+00,1.134098887151003154e+00,9.798411864227264401e-01,9.618168747674527008e-01,1.060736314317478390e+00,1.372488799487794786e+00,1.871301338440026107e+00,1.425908316846143054e+00,1.161098765771829022e+00,1.079078112762687391e+00,1.048923606277835541e+00,1.035984258009814862e+00,1.029804385259195376e+00,1.026620018984757410e+00
1.021877161005927181e+00,1.023266807921736632e+00,1.027589817583249854e+00,1.040109455422778106e+00,1.078494461110873548e+00,1.209253401631305236e+00,1.431909998073543688e+00,1.180839178206697371e+00,1.023212977889619291e+00,9.654714889959111757e-01,9.593285245048156495e-01,1.006200311540200065e+00,1.122978947056292087e+00,1.425908325941511290e+00,1.910891236484319800e+00,1.454123056272961900e+00,1.181709533579007987e+00,1.094759328829786105e+00,1.061383884180459702e+00,1.046296814943640907e+00,1.038643449657203011e+00
1.030096235293026297e+00,1.035655197558898344e+00,1.049986512798160909e+00,1.091073237044417610e+00,1.225946472941746190e+00,1.454476456746253143e+00,1.209253383083561229e+00,1.057600246300172353e+00,9.988594901500680301e-01,9.706006535913591637e-01,9.675555325775726523e-01,9.947441137784884813e-01,1.051231583551549109e+00,1.161098668296590253e+00,1.454123016064111207e+00,1.931469183221567798e+00,1.469177067629939604e+00,1.193157828786124419e+00,1.103834664520576769e+00,1.068865907562752904e+00,1.052684537543159493e+00
1.041044188856805164e+00,1.056428131002967286e+00,1.099058383827017815e+00,1.236304985600110706e+00,1.468245826098843576e+00,1.225946499771842779e+00,1.078494368898704314e+00,1.024230690784047271e+00,9.956447710058174971e-01,9.781607529584372962e-01,9.759611455172456651e-01,9.940370472762498633e-01,1.027717901607369644e+00,1.079078238365403175e+00,1.181709577593903049e+00,1.469177210653864751e+00,1.942829380958514429e+00,1.477819344825318293e+00,1.199995466707597158e+00,1.109453383674477323e+00,1.073639683699405101e+00
